year,month,day,u1060S
1981,10,1,-0.9731293
1981,10,2,-1.0990486
1981,10,3,0.23098373
1981,10,4,1.3262177
1981,10,5,0.34794617
1981,10,6,0.25440598
1981,10,7,2.0329704
1981,10,8,3.7921257
1981,10,9,3.9735947
1981,10,10,4.4592743
1981,10,11,4.6415024
1981,10,12,4.003086
1981,10,13,4.0340424
1981,10,14,0.9153099
1981,10,15,-0.3216858
1981,10,16,3.320755
1981,10,17,6.431778
1981,10,18,8.857574
1981,10,19,7.528057
1981,10,20,4.7989273
1981,10,21,4.855549
1981,10,22,4.452862
1981,10,23,6.0404205
1981,10,24,10.931358
1981,10,25,14.229454
1981,10,26,10.570869
1981,10,27,5.7550163
1981,10,28,6.572891
1981,10,29,7.670635
1981,10,30,9.328613
1981,10,31,9.675888
1981,11,1,7.010029
1981,11,2,6.185486
1981,11,3,6.3335342
1981,11,4,6.5281982
1981,11,5,4.9536285
1981,11,6,2.8204803
1981,11,7,4.138302
1981,11,8,8.606596
1981,11,9,11.453342
1981,11,10,10.965981
1981,11,11,10.2674465
